gene_name	rank
DSG4	0.952040249600963
LOC100683828	0.952006595191671
LOC100686393	0.951828566977885
LOC119873694	0.95001996621271
FBXO2	0.949025982049769
LOC119870865	0.948870358986683
LOC102153278	0.94748626663758
LOC102153186	0.943400797148795
LOC119869757	0.943185915903442
LOC111097649	0.942772659061687
CES1	0.933969840428023
IGFBP3	0.932354320864698
LOC119868706	0.932016477068156
LOC111091091	0.931733805934278
LOC119864812	0.925819169536242
LOC102152202	0.925609549493496
LOC119873934	0.924232846968912
MYL2	0.923307124824987
LOC106559661	0.922715897845278
LOC119870089	0.92176579172744
GNE	0.920539564957344
LOC476208	0.91836111235097
TG	0.916912370883692
SLC22A11	0.915850315485904
SLITRK5	0.914879819717883
LOC106557620	0.914746744302061
LOC607480	0.913785905146657
LOC100855753	0.91332175698983
CALB2	0.911952985747475
PPP1R17	0.909033410415731
TNNC2	0.908690494973798
LOC100682750	0.907146637675238
LOC608813	0.905838141071547
LOC102155618	0.90203635321614
HS3ST5	0.900820682083924
LOC111090286	0.898966456489973
LOC111091189	0.896903234477371
MT-III	0.89631215041216
MIR1249	0.895561794174657
LOC100856323	0.895215013090894
LOC119864250	0.893928819723439
LOC612254	0.893305442030611
DST	0.892302298466986
LOC111091586	0.891158303922826
PON3	0.88892540465907
LOC610196	0.888379469087883
LOC119867365	0.884888788907084
LOC119864476	0.883958504084194
LOC119872919	0.880651892844537
SLC35F1	0.880510568671508
TMPRSS6	0.880481627065199
LOC102152152	0.878910239512806
ITIH2	0.877381986374513
A1BG	0.871918594257247
NEBL	0.870878983002826
LOC106558921	0.870649999116758
DHDH	0.869474086937114
LOC102156672	0.867852322029497
LOC119865770	0.867745319444839
ZPBP	0.865957438096764
NPY2R	0.863733299419026
MUC5B	0.860914209680154
LOC100685794	0.860491317541821
LOC111098559	0.860076585275613
LOC111098542	0.85843566654043
LOC119869702	0.858273019017588
LOC102155615	0.858123936973704
LOC111095249	0.856445370515018
LOC111098202	0.853127459658261
ZG16	0.852564932707962
LOC111098394	0.852384078802358
MMP12	0.852354001495893
AVPR1B	0.850164102414393
IGF1	0.849285552791488
LOC102152785	0.848148357437607
LOC607091	0.847192336088128
LOC111098955	0.846830309022984
LOC119866532	0.846103228607965
TMEM86B	0.844273948347855
AASS	0.843834366769929
LOC111097974	0.842299182616667
LOC111097633	0.840294383024737
LOC119871253	0.840115795370101
LOC102155292	0.839248164064314
LOC111090581	0.837223041508554
CTRB2	0.836033346304865
CAPN11	0.835692163595756
CNTNAP5	0.833847472952101
LOC111091538	0.833481695022128
CRIP3	0.832712187004072
LOC119870076	0.831723553591972
LOC119870887	0.830193296224462
NME8	0.829457457915137
LOC102154172	0.827117304056396
CYP2D15	0.826883459574167
AHSA2P	0.826177869952522
LOC102151580	0.825795667360116
LOC111097308	0.825100037605063
LOC111098688	0.824374899295853
LOC608625	0.824326760104164
SPINK5	0.823681770975459
IYD	0.821510878076658
TNNT3	0.820693325381586
CES5A	0.818733809608989
LIMS2	0.817004810103836
LOC102155718	0.815162281146944
LOC119870937	0.814857638631108
HSD3B2	0.813745611109596
LOC102156685	0.809816695305821
CHGB	0.809440684530076
CCDC146	0.809185375655335
LOC119870450	0.807711570222817
LOC119864925	0.805251305267598
LRRTM1	0.801331103575006
LOC111090336	0.800104541778796
CNTNAP2	0.799967954980345
LOC119864385	0.799176127563581
LOC111090551	0.798218853623316
TMEM174	0.798205499312994
EPPK1	0.798074408694944
LOC119867158	0.797413228515402
LOC478220	0.795797348336206
ASCL1	0.793104875619297
NPPA	0.792254544635809
SLC44A5	0.790960259841248
LOC111090089	0.790196507342001
ZNF556	0.788610176862722
STEAP3	0.78848403971024
DEPTOR	0.788378141336257
CTU1	0.788211647991628
LOC119876862	0.788016333289895
PPFIA2	0.787522957973609
GUCA1ANB	0.786490536011166
TEX15	0.784535005396819
LOC111091624	0.783755870631892
LOC111090237	0.78350898243978
CASKIN1	0.782053625615976
LOC106559184	0.781772576871297
LOC100682986	0.781087682932475
LOC119869684	0.78013663210087
ALDH4A1	0.777034177979614
LOC111098800	0.776907221237271
LOC119873961	0.776704577521052
LOC119881458	0.776678039424578
CRYZ	0.776168306992263
LOC111091350	0.775678813460078
LOC102156063	0.775532452603386
LOC478427	0.775283837232078
SAXO1	0.774697964478151
MYH7	0.774403803980576
LOC100686766	0.771801277895614
LOC102155877	0.771586098604376
KLKB1	0.770376011795946
APELA	0.770277781754555
PRL	0.768259725694654
CGA	0.767149854248982
LOC102155845	0.766904308698741
C10H12orf56	0.765776138438776
MYL1	0.765718690029313
LOC119864211	0.764756058426342
CYP4V2	0.764752166232728
LOC102156756	0.761551388982583
LOC102152224	0.761220197968896
LOC119875291	0.760049066387337
LOC119874194	0.758797203510023
LOC119873640	0.757162661783708
LOC100687764	0.756626888666875
PVALB	0.755828579540225
LOC111090463	0.753124869718587
MYL3	0.750770285070495
LOC119870884	0.750618799576369
LOC100684874	0.750187785780154
LOC111093014	0.747433270897925
LOC111095666	0.747168675286746
LOC119873955	0.746856425600199
LOC111090936	0.746855164020727
LOC119866853	0.74467496194637
FMO5	0.744263417903752
LOC111090591	0.742943043832646
LOC100687843	0.74206322537054
LOC111090062	0.741643687460329
LOC111096800	0.741460920867676
LOC102153535	0.738339137625608
RGS7BP	0.735738124779019
LOC119869356	0.733073900480312
LOC106560019	0.732853515942494
MMP1	0.729849232460927
LOC100686432	0.727387517617759
LOC612687	0.726658606295062
LOC102152384	0.724787903930104
LOC119870153	0.724012713699882
LOC102156426	0.720868859229123
LOC106557649	0.719439928949004
LOC119864103	0.719300808662507
LOC487290	0.71913985654498
TNN	0.718805875401967
LOC119869946	0.717578459655067
LOC119870334	0.717181380251753
KCNF1	0.716570553849616
LOC102152834	0.714640454112882
LOC111098457	0.714403713227503
LOC119869337	0.713669650675283
LOC100683324	0.713109761707425
LOC102151272	0.71248895002249
FAT3	0.711883223973486
GSG1L	0.709558833499901
ADAD1	0.709539544024281
ZNF550	0.709352593769433
LOC111090690	0.708997747062902
LOC119869523	0.70852887978263
IL1RL2	0.706914492486604
LOC119870172	0.706428641248197
MACROD1	0.705359202437428
LOC119871623	0.705140919179893
LOC480777	0.704955628835396
LOC611221	0.701140748983144
LOC111090964	0.698904588332462
LOC119864142	0.695755126469412
LOC119866634	0.694857481371274
TEF	0.694504222239248
LOC119863950	0.693315650601221
LOC100685802	0.69264679901019
ALKAL2	0.691384430613684
ALDH1A1	0.691296362242329
LOC102156038	0.691178570729603
LOC106559615	0.690717270196818
LOC106559443	0.690003880572697
LOC111090880	0.689992274976421
LOC119870349	0.689064018795106
LOC111091923	0.688718063267815
DYNC1I1	0.687336358191006
LOC119869568	0.687236435613487
LOC102151385	0.68715766421723
MGAM2	0.683448746989171
LOC111094300	0.683297060227862
LOC111091239	0.682931123108736
LOC119869777	0.682369473101607
LOC119867845	0.680827923208182
LOC119863920	0.680649982796543
ADGRB3	0.680145378565578
LOC119870699	0.677957163266086
TDRD15	0.677871183683966
LOC102156679	0.676285133407969
LIN7A	0.676277873235164
APOF	0.675543231650102
LOC102157376	0.675316151845828
LOC111090985	0.674272162737455
LOC119873506	0.673814276419461
LOC102156176	0.672682305513711
LOC111096756	0.672439013834047
LOC106559450	0.671161111228981
LOC119870781	0.671064327865998
LOC111093040	0.670132295173165
LOC606946	0.670120399413612
LOC119872831	0.670110048983133
LOC102152536	0.670066054235628
MYH1	0.668519907048762
LOC476315	0.668309931921447
LOC481634	0.666537302805303
AKR1D1	0.66626841741022
LOC119870772	0.66600574125827
NODAL	0.665796385125838
LOC477770	0.664602932245989
LOC111092734	0.664317560931749
LOC119864327	0.663949248756711
CAT	0.663323591826758
LOC106559134	0.663228775619488
FNDC11	0.661888911577974
LOC102153192	0.660255243071708
CCDC180	0.659401050820345
LOC102155090	0.65915235924956
SLN	0.657721536787954
SRRM4	0.657605121121435
LOC111096782	0.657408334504468
ALB	0.656472317897167
LOC119870221	0.65559663461107
NRN1L	0.654704199880296
LOC106559768	0.654063714659846
ESR2	0.652555421244405
LOC100685462	0.650237000034325
LOC119870515	0.64922030126616
LOC100856620	0.648506004890501
LOC111091293	0.648450410431919
LOC102154755	0.647701778333486
LOC111097989	0.647647566917592
LOC111092672	0.64755119061458
LOC100682752	0.647378683124665
SPINT3	0.64674515473259
LOC100687728	0.646261761535157
LOC102156848	0.646248210161067
TAS2R40	0.646173091350312
LOC100684931	0.646131540985329
TRPM3	0.644734643283269
LOC608718	0.6443147685845
LOC119863967	0.643435641185777
LOC119873741	0.64341059053787
LOC111097659	0.641850092279536
SLC22A10	0.641790203412521
LOC119865953	0.641327793823593
LOC479004	0.641061939919265
ERLIN2	0.640802138116567
C1H18orf63	0.636216699607162
FAHD2A	0.635490355806484
LOC119866446	0.634411263676263
LOC102151559	0.63437388117783
KHK	0.633752120826501
LOC119866555	0.633228122293795
LOC100686262	0.630839940121071
LOC119864399	0.629516642619132
WNT9A	0.629376498758819
ALDOB	0.62911967474987
LOC612475	0.628847532442294
ATP8A2	0.628524305943292
LOC609245	0.627812888835116
LOC482194	0.627190280026862
CCDC172	0.626352378184685
DNAJB5	0.626002008981151
LOC111098179	0.624281384579512
SNAP25	0.623192295556224
LOC100686132	0.623123747778657
LOC100687115	0.622040261571926
LOC111092989	0.621936276890737
FGF23	0.621510290005666
UGP2	0.621035367712343
ENTHD1	0.620632592309408
TNNT1	0.619761223776553
SPHK2	0.619065405596682
LOC102156760	0.617674029002558
SLC25A48	0.617304446739007
LOC119864487	0.617114416569188
SCT	0.616312200804679
LOC111098204	0.615704289048323
DOK6	0.615023687881667
LOC478825	0.614315385064101
ELOVL5	0.614128046298934
HYKK	0.614122848864515
LOC119866239	0.614097897360528
LOC102156885	0.614045746695124
NPFFR2	0.613243366142623
ARL9	0.61287972862879
LOC111092064	0.61168983301012
CD36	0.610147832910522
LOC100683763	0.609854411087561
PLXNA4	0.609809683968501
FABP1	0.608603655959261
LOC106559849	0.607960979086808
LOC102155309	0.607885600395263
EPHA8	0.607790054362841
LOC111098324	0.607646751177128
LOC102157082	0.607196696361417
LOC111092014	0.605909861735072
PRPH2	0.605459034927418
LOC111090957	0.605441336569059
SMPDL3B	0.603437112444931
LOC111090874	0.603357396370202
LOC111094949	0.602631669250302
LOC100685104	0.602444214715797
LOC119870185	0.60238149451625
LOC100683749	0.600502527527675
LOC100856019	0.60025399884412
LOC119874141	0.59986910252741
LOC111092670	0.599779847509172
LOC111090984	0.598848050480178
FGF18	0.597838722068173
TRPV5	0.597500822505415
CA7	0.597441393787828
POMC	0.597414681698446
ELAPOR2	0.595613394271512
LOC100687698	0.594518127183457
LOC111096585	0.594002915808054
LOC610206	0.592015731656856
LOC102156537	0.591766073549913
KLHL33	0.591184464465971
SULT1B1	0.590842176015573
FTCDNL1	0.58858420300932
LOC119871195	0.588533485895196
LOC491462	0.587759509016861
SFT2D3	0.586722213420481
LOC111096123	0.586583759463011
IKZF4	0.58645472292708
LOC609606	0.586328000407508
LOC100683620	0.58538526084014
LOC111092530	0.585064000335022
FAM83E	0.584808669163107
LOC111092647	0.584157964252406
WBP1	0.580998957699678
FNDC5	0.580212052771499
LOC119872344	0.579288192070559
NTS	0.579275054981435
LOC102156106	0.579274205316921
LOC608007	0.578353151424811
LOC478072	0.578217340255428
LOC102157175	0.578090724535902
LOC119872851	0.576644742228949
LOC102156732	0.575923444640623
LRRC10	0.575328959061411
LOC119864356	0.574488803242886
LOC102152706	0.574271304092013
LOC100682898	0.573258699629462
NUDT2	0.572780892344383
LOC111097810	0.57275008875383
SPDYC	0.572391034474279
LOC100685369	0.572302255033475
LOC612497	0.572148250075681
ASIC3	0.571983057837185
LOC100684788	0.571649656391562
LOC119870520	0.571450947638685
LOC111089997	0.569896535132039
LOC119872267	0.569483902054288
PPP1R3G	0.56882127751342
LOC102157015	0.5686536666944
SLC22A16	0.568150041419069
LOC102154768	0.567784472541755
TKFC	0.56754001835273
LOC102153901	0.56624035568207
ARMH1	0.565993778127566
LOC102156897	0.565864563190309
FOXP2	0.565215576547494
LOC100683225	0.564862588981532
LOC111097660	0.563752711449736
LOC479379	0.563496514595069
WNT5B	0.563345785579385
LOC100684688	0.562976916139147
DNAJB3	0.562854249533835
SCUBE3	0.561557585909726
LOC102153275	0.561205303014271
LOC102155014	0.559571697187342
ARPP21	0.559486963077414
LOC106558594	0.559486963077414
LOC119867623	0.55944417695096
LOC111098690	0.559427363316052
LOC102152264	0.559259299902127
CLEC2L	0.559104239564731
LOC119869754	0.558972693514661
LOC119868487	0.558909366470294
LOC119864359	0.55889924201268
LOC106559840	0.55856772282045
LOC111092704	0.557516075860117
LOC111098615	0.557050066994477
MYOM2	0.556506523543578
LOC106559925	0.556343988788771
RET	0.556332471795521
LOC119866127	0.556239573176168
LOC111092012	0.555721689734093
LOC119864243	0.555099678623842
LOC119869571	0.554567319284001
SLC6A15	0.554063494724507
GPR17	0.553648236911007
ZNF112	0.553246914574964
GJA10	0.552989790808258
LOC119874424	0.55130498765948
C17H2orf81	0.551051597171301
ST8SIA6	0.549675080857428
GDPD2	0.548794223046617
LOC484977	0.54865241146624
LOC102155402	0.548444159823809
CYP2B6	0.548341748030965
LOC111092836	0.548267040291389
LOC102152102	0.548063025321929
HERPUD1	0.547971273524039
LOC479649	0.547761395223042
LOC119873997	0.547602251765219
LOC119864848	0.547547046460606
KCNG1	0.547487404806434
ASB4	0.546827896112276
LOC119870788	0.5464741129408
SLC4A4	0.546310058192118
LOC106559866	0.545899792917672
LOC111097054	0.544580167759396
MOB1B	0.544353630380964
LOC106559255	0.544306755769146
LOC119867844	0.543223269953211
ONECUT2	0.542300791869324
LOC119870066	0.542100779625962
LOC111092071	0.541297176137196
LOC119870500	0.540880710228857
LOC481650	0.540718676420533
LOC119864205	0.539080990531661
LOC119870728	0.538815605150777
LNX1	0.538425158374005
LOC100685152	0.537789054107333
LOC119871275	0.537511198814621
SLC52A3	0.537510639807649
LOC610726	0.537505062632683
FETUB	0.536412344094694
LOC111090191	0.536358294389049
LOC476394	0.536211763783972
LOC102154031	0.535715701715084
LOC102153215	0.535509507654075
LYPD3	0.534943963801086
TMEM238	0.534528958542397
LOC100855547	0.534121488491595
UGT2A3	0.533240363502462
LOC102153007	0.532429571486566
LOC119869999	0.532240112021638
RNASE4	0.531956497904095
LOC102155280	0.531890611812675
TEX101	0.53160851099573
LOC607158	0.53094692076203
DOCK4	0.53056179520665
MB	0.530212493878931
CRADD	0.53015492729282
LOC119873867	0.529965612170118
LOC102153873	0.529921340998551
PECR	0.528473095210011
GPR137C	0.527860527724068
NMRK1	0.52667815876971
GPR37	0.525848958067205
KRT14	0.525550528820655
LOC111093343	0.525489744211665
LOC102155650	0.52533328291389
LOC102151291	0.524935912616882
PDE4DIPP2	0.524837405977135
LOC100683968	0.524494508686912
LOC111090086	0.524442155402126
PPP1R14C	0.524436219610601
NUMBL	0.524388101246041
LOC100688210	0.523115392317834
TMEM255B	0.520945729204932
LOC102156991	0.520381882946018
LOC102153706	0.519845447972102
LOC102151730	0.517742371773094
LOC111097444	0.5176714584604
ZNF606	0.517380508887086
LOC100683543	0.517339767739323
KCNAB3	0.51711431918134
KCNIP3	0.516558088350665
LOC119871784	0.516367406083611
ECEL1	0.51282438974943
S100A2	0.512776483872216
LOC111095154	0.512767365786646
IL1RAPL2	0.512444001187567
LOC100683127	0.511987102016861
LOC111098815	0.511943071540977
TMTC2	0.511756659022075
LOC476645	0.51104791362598
LOC102155717	0.510076288018131
LOC119864153	0.509335217720286
GRM8	0.50803492171887
LGR5	0.506806527478484
IL20	0.506365647003131
LOC119868057	0.505773675221612
LOC106559080	0.505259044782348
FSD1L	0.505102661678435
FXYD1	0.504609697478086
LOC102153001	0.50427187100903
LOC111096404	0.503895090789447
AMDHD1	0.503663509407026
LOC119864251	0.503363895444058
LOC481727	0.502950968455221
LOC102154087	0.502911379939789
LOC102152511	0.502842631907403
LOC111092765	0.502832389410917
KCNK5	0.502533172448066
MEI4	0.50007669933967
LOC487176	0.499932184290432
LOC111094548	0.499171158920926
LOC102157112	0.49908757709491
LOC610821	0.498606965386525
DSG1	0.498160545351966
LOC100855528	0.498075544939686
LOC611771	0.497114721399226
LOC111090156	0.496495808316033
LOC111090991	0.496449987123673
LOC102156642	0.496366349022421
LOC111092336	0.495980945032693
DCDC2C	0.495980233208662
LOC111097724	0.49582664209061
LOC102151199	0.495467352677162
LOC106559325	0.49513258928084
LOC111092358	0.494760077360437
NR5A1	0.494577965225998
SDHAF4	0.494236930261738
PPP1R3B	0.494097258741602
ALDH8A1	0.493937432201675
LOC102151842	0.49388628742483
UBN2	0.493788690321551
LOC102152014	0.493733861108163
LOC119874406	0.493225771000183
LOC102154108	0.493191846425313
LOC111098060	0.493088557280358
LOC111091004	0.492485309864389
LOC119870710	0.491938015541827
MPP6	0.490549681536196
RSRP1	0.49034371636716
LOC100687833	0.490298560632496
ZNF331	0.489340486525113
KBTBD11	0.48890717235023
GLYAT	0.488802993405696
SLCO1A2	0.488648109628265
LOC119872551	0.488083951668501
LOC102157017	0.487941363687064
LOC119872934	0.487677244346439
LOC111096660	0.487648415414045
LRGUK	0.487525914050364
LOC119869485	0.487165672101054
LOC111097639	0.485956910637712
ATP1A3	0.48462090944469
LOC111096815	0.48462090944469
LOC482320	0.484211663197342
LOC119874885	0.4830634189531
ODF3B	0.48294924530438
BDNF	0.48223930241351
LOC102156079	0.482112482378159
LOC119870460	0.482011095901821
LOC119874171	0.481801410298807
LOC119869517	0.481757857335956
SCRN1	0.481741096136079
PHLPP1	0.481679121061531
LOC100684988	0.481063323553413
LY6G5B	0.480770372879034
ALDH1B1	0.480705672310471
LOC111094535	0.480066146611863
LOC478801	0.480062213089628
LOC100687749	0.47992216695809
LOC119874872	0.479835797970736
STAR	0.479086769274009
LOC119869542	0.478823897814281
LOC111092076	0.478467613924595
LOC119870722	0.477991945337892
LOC102154763	0.477678063481955
LOC100682968	0.477566517166847
GDF9	0.47678578301459
LOC119868070	0.476388062742334
LOC100683727	0.476054876323185
MIR8891	0.475933480012924
COL28A1	0.475749171183364
MIR8854	0.474799649372356
LOC102153255	0.474559704663662
DNAJB9	0.474180541925851
LOC106560204	0.473570468995056
FIBIN	0.472320509497576
DDC	0.472018122992408
DIRAS2	0.471780857578448
LOC111098398	0.470550026719947
VSTM5	0.469019302776819
IGFBP1	0.468955987303511
LOC102154216	0.468955054011348
NETO2	0.468862987156858
LOC119875977	0.467725870300993
LOC119874884	0.467212632181273
FNDC1	0.466679792146633
LOC119870799	0.466674926909016
ZNF304	0.466009499755561
LOC102152761	0.465668104915076
IMMP2L	0.465369415208717
GPR119	0.465136824237548
PDXP	0.464763225850646
LOC119876918	0.464672299440114
SLC6A7	0.464388100926369
LOC102156154	0.463344317599414
AIG1	0.462427163547289
LOC102151149	0.462333558524955
IL22RA1	0.462209274020212
CEP57L1	0.461305150425276
LOC100683471	0.46104914223769
XIRP2	0.460722011726896
LOC100855430	0.460388024392394
LOC119874162	0.460016975032355
LOC491382	0.457100135158548
ESRRG	0.456529099347387
LOC102157120	0.456396213367584
NAT8L	0.455951116204638
LOC475521	0.45574324396287
LYPD6	0.455415185384823
LOC100856429	0.45504442535688
LOC106559425	0.454790663898496
LOC119869756	0.453873890311306
LOC111096168	0.453727685370849
LOC106557880	0.453606908138655
LOC100685150	0.453472105026499
EPB41L5	0.453435695590592
LOC102154816	0.453197664915086
LOC487177	0.452190744374379
BCAS1	0.452018753570867
HAAO	0.451723356597576
LOC119868024	0.451605269993272
LOC111094051	0.451558502025126
KCNC4	0.450244323397329
CILK1	0.450048004223067
LOC100687687	0.449931207645744
LOC102155750	0.449719517114415
LOC102153253	0.448666649692683
LOC102152220	0.448491671195823
LOC100687282	0.448406611230413
LOC102152504	0.44760608818044
LOC119873211	0.447063117829279
RPL37A	0.446416924184077
LOC106559617	0.446385895650026
LOC119873568	0.446361784770669
ODAD1	0.446232726065724
LRP4	0.446107248674328
LOC119872165	0.445505901383125
LECT2	0.444519028842503
LOC111090916	0.443974373203787
AGMAT	0.443266609496553
EPHA5	0.442767870965539
LOC100687242	0.4427233860401
IFNLR1	0.442325153958404
LOC111095555	0.441772423820893
LOC119870131	0.441746655313753
LOC475367	0.44151959707567
ARHGEF33	0.441259679121847
LOC111098975	0.44078078920102
CDKN2B	0.439853295767332
LOC106557570	0.439811317560108
LOC100685532	0.43953148103879
LOC106559510	0.439340820788331
HTRA3	0.438670796214821
LOC100687655	0.438655922828784
LOC100682834	0.438285611757951
LOC119869586	0.438047170586513
DBP	0.437913516264258
LOC102155103	0.437770683712399
HSP70	0.4377131104071
LOC102155446	0.437686895946123
SPAG17	0.437296785235751
FKBP14	0.43727508884569
LOC119865621	0.435966811859112
LOC106559904	0.435783672075151
ABCG8	0.435582505218234
C10H2orf15	0.435227568434184
LOC480813	0.434386654080015
LOC106558474	0.433995215825967
LOC100687735	0.433755845626508
LOC609108	0.43368249673251
LOC100685565	0.432488464340556
AFM	0.431355804399283
LBX2	0.430084450075658
LOC119874134	0.429004973923335
CTSF	0.428620525578733
SETD7	0.428594007089063
LOC119876189	0.428524209046529
LOC102156722	0.4281997985758
LOC119870067	0.427801479947739
LOC102157029	0.427362364589286
ZC3HAV1L	0.427177257903799
LOC102155863	0.426991342986063
LOC102155369	0.42663981485696
LOC119870485	0.424683970253936
TRDN	0.423533078289921
SLC1A2	0.423116613980347
