"gene_id","gene_name"
"gene-LOC111096517|LOC111096517","LOC111096517"
"gene-LOC119872263|LOC119872263","LOC119872263"
"gene-LOC106558958|LOC106558958","LOC106558958"
"gene-LOC119876882|LOC119876882","LOC119876882"
"gene-LOC119872400|LOC119872400","LOC119872400"
"gene-LOC106558959|LOC106558959","LOC106558959"
"gene-F3|F3","F3"
"gene-ABCD3|ABCD3","ABCD3"
"gene-LOC102151598|LOC102151598","LOC102151598"
"gene-LOC119863946|LOC119863946","LOC119863946"
"gene-LOC111096479|LOC111096479","LOC111096479"
"gene-LOC100688631|LOC100688631","LOC100688631"
"gene-LOC119872265|LOC119872265","LOC119872265"
"gene-LOC111096387|LOC111096387","LOC111096387"
"gene-LOC111096388|LOC111096388","LOC111096388"
"gene-ARHGAP29|ARHGAP29","ARHGAP29"
"gene-LOC100688708|LOC100688708","LOC100688708"
"gene-ABCA4|ABCA4","ABCA4"
"gene-LOC111096391|LOC111096391","LOC111096391"
"gene-LOC119876883|LOC119876883","LOC119876883"
"gene-LOC111096390|LOC111096390","LOC111096390"
"gene-GCLM|GCLM","GCLM"
"gene-DNTTIP2|DNTTIP2","DNTTIP2"
"gene-LOC111096389|LOC111096389","LOC111096389"
"gene-TRNAR-UCU_2|TRNAR-UCU","TRNAR-UCU"
"gene-LOC119872267|LOC119872267","LOC119872267"
"gene-BCAR3|BCAR3","BCAR3"
"gene-LOC111096393|LOC111096393","LOC111096393"
"gene-LOC111096392|LOC111096392","LOC111096392"
"gene-FNBP1L|FNBP1L","FNBP1L"
"gene-LOC100688907|LOC100688907","LOC100688907"
"gene-DR1|DR1","DR1"
"gene-LOC100688990|LOC100688990","LOC100688990"
"gene-LOC100682589|LOC100682589","LOC100682589"
"gene-CCDC18|CCDC18","CCDC18"
"gene-TMED5|TMED5","TMED5"
"gene-MTF2|MTF2","MTF2"
"gene-LOC111096520|LOC111096520","LOC111096520"
"gene-LOC119872405|LOC119872405","LOC119872405"
"gene-DIPK1A|DIPK1A","DIPK1A"
"gene-LOC100682846|LOC100682846","LOC100682846"
"gene-RPL5|RPL5","RPL5"
"gene-LOC119872406|LOC119872406","LOC119872406"
"gene-LOC119872403|LOC119872403","LOC119872403"
"gene-EVI5|EVI5","EVI5"
"gene-GFI1|GFI1","GFI1"
"gene-LOC119872391|LOC119872391","LOC119872391"
"gene-LOC102154170|LOC102154170","LOC102154170"
"gene-LOC119872268|LOC119872268","LOC119872268"
"gene-LOC119872311|LOC119872311","LOC119872311"
"gene-RPAP2|RPAP2","RPAP2"
"gene-GLMN|GLMN","GLMN"
"gene-C6H1orf146|C6H1orf146","C6H1orf146"
"gene-LOC111096395|LOC111096395","LOC111096395"
"gene-BTBD8|BTBD8","BTBD8"
"gene-LOC111096396|LOC111096396","LOC111096396"
"gene-EPHX4|EPHX4","EPHX4"
"gene-LOC111096521|LOC111096521","LOC111096521"
"gene-BRDT|BRDT","BRDT"
"gene-LOC119872269|LOC119872269","LOC119872269"
"gene-TGFBR3|TGFBR3","TGFBR3"
"gene-LOC106558962|LOC106558962","LOC106558962"
"gene-LOC119872270|LOC119872270","LOC119872270"
"gene-LOC111096398|LOC111096398","LOC111096398"
"gene-LOC119872448|LOC119872448","LOC119872448"
"gene-LOC111096400|LOC111096400","LOC111096400"
"gene-LOC111096399|LOC111096399","LOC111096399"
"gene-LOC106558963|LOC106558963","LOC106558963"
"gene-LOC119872271|LOC119872271","LOC119872271"
"gene-CDC7|CDC7","CDC7"
"gene-HFM1|HFM1","HFM1"
"gene-LOC100683562|LOC100683562","LOC100683562"
"gene-ZNF644|ZNF644","ZNF644"
"gene-LOC119872382|LOC119872382","LOC119872382"
"gene-LOC106558964|LOC106558964","LOC106558964"
"gene-LOC111096402|LOC111096402","LOC111096402"
"gene-LOC119872272|LOC119872272","LOC119872272"
"gene-BARHL2|BARHL2","BARHL2"
"gene-LOC106558910|LOC106558910","LOC106558910"
"gene-LOC102156495|LOC102156495","LOC102156495"
"gene-LOC106558968|LOC106558968","LOC106558968"
"gene-LOC106558967|LOC106558967","LOC106558967"
"gene-LOC100687220|LOC100687220","LOC100687220"
"gene-ZNF326|ZNF326","ZNF326"
"gene-LOC119872360|LOC119872360","LOC119872360"
"gene-LOC106558971|LOC106558971","LOC106558971"
"gene-LOC119872428|LOC119872428","LOC119872428"
"gene-LRRC8D|LRRC8D","LRRC8D"
"gene-LOC100683836|LOC100683836","LOC100683836"
"gene-LOC111096522|LOC111096522","LOC111096522"
"gene-LRRC8C|LRRC8C","LRRC8C"
"gene-LOC111096524|LOC111096524","LOC111096524"
"gene-LOC100683918|LOC100683918","LOC100683918"
"gene-LRRC8B|LRRC8B","LRRC8B"
"gene-LOC111096405|LOC111096405","LOC111096405"
"gene-LOC102157357|LOC102157357","LOC102157357"
"gene-GBP6|GBP6","GBP6"
"gene-LOC106558911|LOC106558911","LOC106558911"
"gene-LOC612422|LOC612422","LOC612422"
"gene-GBP5|GBP5","GBP5"
"gene-LOC119872275|LOC119872275","LOC119872275"
"gene-LOC612426|LOC612426","LOC612426"
"gene-LOC119872274|LOC119872274","LOC119872274"
"gene-LOC111096407|LOC111096407","LOC111096407"
"gene-LOC100684206|LOC100684206","LOC100684206"
"gene-LOC119872277|LOC119872277","LOC119872277"
"gene-GBP1|GBP1","GBP1"
"gene-LOC111096409|LOC111096409","LOC111096409"
"gene-KYAT3|KYAT3","KYAT3"
"gene-LOC119872446|LOC119872446","LOC119872446"
"gene-GTF2B|GTF2B","GTF2B"
"gene-LOC111096410|LOC111096410","LOC111096410"
"gene-LOC490173|LOC490173","LOC490173"
"gene-PKN2|PKN2","PKN2"
"gene-LOC100684278|LOC100684278","LOC100684278"
"gene-LOC119872361|LOC119872361","LOC119872361"
"gene-LOC102152020|LOC102152020","LOC102152020"
"gene-LOC111096411|LOC111096411","LOC111096411"
"gene-LOC119876390|LOC119876390","LOC119876390"
"gene-LOC102152083|LOC102152083","LOC102152083"
"gene-LOC111096412|LOC111096412","LOC111096412"
"gene-LOC106558973|LOC106558973","LOC106558973"
"gene-LOC119872362|LOC119872362","LOC119872362"
"gene-LOC119872453|LOC119872453","LOC119872453"
"gene-LOC119872363|LOC119872363","LOC119872363"
"gene-LOC119872278|LOC119872278","LOC119872278"
"gene-LMO4|LMO4","LMO4"
"gene-LOC111096413|LOC111096413","LOC111096413"
"gene-LOC111096414|LOC111096414","LOC111096414"
"gene-LOC119872364|LOC119872364","LOC119872364"
"gene-LOC119872365|LOC119872365","LOC119872365"
"gene-LOC119876941|LOC119876941","LOC119876941"
"gene-HS2ST1|HS2ST1","HS2ST1"
"gene-SELENOF|SELENOF","SELENOF"
"gene-LOC111096415|LOC111096415","LOC111096415"
"gene-LOC100684497|LOC100684497","LOC100684497"
"gene-LOC100688578|LOC100688578","LOC100688578"
"gene-LOC111096416|LOC111096416","LOC111096416"
"gene-SH3GLB1|SH3GLB1","SH3GLB1"
"gene-LOC102152701|LOC102152701","LOC102152701"
"gene-CLCA4|CLCA4","CLCA4"
"gene-CLCA1|CLCA1","CLCA1"
"gene-CLCA2|CLCA2","CLCA2"
"gene-LOC490180|LOC490180","LOC490180"
"gene-LOC100688788|LOC100688788","LOC100688788"
"gene-COL24A1|COL24A1","COL24A1"
"gene-LOC111096417|LOC111096417","LOC111096417"
"gene-LOC111096418|LOC111096418","LOC111096418"
"gene-LOC612981|LOC612981","LOC612981"
"gene-ZNHIT6|ZNHIT6","ZNHIT6"
"gene-CCN1|CCN1","CCN1"
"gene-DDAH1|DDAH1","DDAH1"
"gene-LOC119872282|LOC119872282","LOC119872282"
"gene-LOC111096420|LOC111096420","LOC111096420"
"gene-BCL10|BCL10","BCL10"
"gene-C6H1orf52|C6H1orf52","C6H1orf52"
"gene-SYDE2|SYDE2","SYDE2"
"gene-DNAI3|DNAI3","DNAI3"
"gene-LOC100682916|LOC100682916","LOC100682916"
"gene-LOC119872389|LOC119872389","LOC119872389"
"gene-MCOLN3|MCOLN3","MCOLN3"
"gene-MCOLN2|MCOLN2","MCOLN2"
"gene-LPAR3|LPAR3","LPAR3"
"gene-LOC119872388|LOC119872388","LOC119872388"
"gene-LOC102151293|LOC102151293","LOC102151293"
"gene-LOC111096424|LOC111096424","LOC111096424"
"gene-LOC119872283|LOC119872283","LOC119872283"
"gene-LOC111096423|LOC111096423","LOC111096423"
"gene-SSX2IP|SSX2IP","SSX2IP"
"gene-LOC479969|LOC479969","LOC479969"
"gene-LOC102155779|LOC102155779","LOC102155779"
"gene-LOC119872452|LOC119872452","LOC119872452"
"gene-LOC111096427|LOC111096427","LOC111096427"
"gene-CTBS|CTBS","CTBS"
"gene-SPATA1|SPATA1","SPATA1"
"gene-GNG5|GNG5","GNG5"
"gene-RPF1|RPF1","RPF1"
"gene-LOC102156327|LOC102156327","LOC102156327"
"gene-LOC119872366|LOC119872366","LOC119872366"
"gene-DNASE2B|DNASE2B","DNASE2B"
"gene-UOX|UOX","UOX"
"gene-SAMD13|SAMD13","SAMD13"
"gene-LOC100683726|LOC100683726","LOC100683726"
"gene-PRKACB|PRKACB","PRKACB"
"gene-LOC111096429|LOC111096429","LOC111096429"
"gene-LOC102151491|LOC102151491","LOC102151491"
"gene-LOC100684020|LOC100684020","LOC100684020"
"gene-TTLL7|TTLL7","TTLL7"
"gene-LOC119876266|LOC119876266","LOC119876266"
"gene-LOC119872367|LOC119872367","LOC119872367"
"gene-LOC111096525|LOC111096525","LOC111096525"
"gene-LOC102151889|LOC102151889","LOC102151889"
"gene-LOC111096430|LOC111096430","LOC111096430"
"gene-LOC111096431|LOC111096431","LOC111096431"
"gene-LOC111096432|LOC111096432","LOC111096432"
"gene-LOC111096433|LOC111096433","LOC111096433"
"gene-LOC119876198|LOC119876198","LOC119876198"
"gene-ADGRL2|ADGRL2","ADGRL2"
"gene-LOC119876267|LOC119876267","LOC119876267"
"gene-LOC119872398|LOC119872398","LOC119872398"
"gene-LOC111096435|LOC111096435","LOC111096435"
"gene-LOC119872368|LOC119872368","LOC119872368"
"gene-LOC111096527|LOC111096527","LOC111096527"
"gene-LOC119872427|LOC119872427","LOC119872427"
"gene-LOC100685738|LOC100685738","LOC100685738"
"gene-LOC111096528|LOC111096528","LOC111096528"
"gene-LOC102152021|LOC102152021","LOC102152021"
"gene-LOC119872284|LOC119872284","LOC119872284"
"gene-LOC111096438|LOC111096438","LOC111096438"
"gene-LOC100685921|LOC100685921","LOC100685921"
"gene-LOC100684305|LOC100684305","LOC100684305"
"gene-LOC111096439|LOC111096439","LOC111096439"
"gene-LOC111096440|LOC111096440","LOC111096440"
"gene-LOC100684377|LOC100684377","LOC100684377"
"gene-LOC119872431|LOC119872431","LOC119872431"
"gene-LOC111096530|LOC111096530","LOC111096530"
"gene-LOC111096531|LOC111096531","LOC111096531"
"gene-LOC111096532|LOC111096532","LOC111096532"
"gene-LOC100686081|LOC100686081","LOC100686081"
"gene-LOC119872370|LOC119872370","LOC119872370"
"gene-ADGRL4|ADGRL4","ADGRL4"
"gene-LOC106558914|LOC106558914","LOC106558914"
"gene-LOC102152406|LOC102152406","LOC102152406"
"gene-LOC119872449|LOC119872449","LOC119872449"
"gene-IFI44|IFI44","IFI44"
"gene-IFI44L|IFI44L","IFI44L"
"gene-PTGFR|PTGFR","PTGFR"
"gene-LOC119872461|LOC119872461","LOC119872461"
"gene-LOC100855571|LOC100855571","LOC100855571"
"gene-GIPC2|GIPC2","GIPC2"
"gene-LOC119872392|LOC119872392","LOC119872392"
"gene-LOC100684524|LOC100684524","LOC100684524"
"gene-DNAJB4|DNAJB4","DNAJB4"
"gene-LOC119872402|LOC119872402","LOC119872402"
"gene-LOC111096442|LOC111096442","LOC111096442"
"gene-FUBP1|FUBP1","FUBP1"
"gene-NEXN|NEXN","NEXN"
"gene-MIGA1|MIGA1","MIGA1"
"gene-LOC111096443|LOC111096443","LOC111096443"
"gene-TRNAR-CCU_5|TRNAR-CCU","TRNAR-CCU"
"gene-USP33|USP33","USP33"
"gene-LOC119872371|LOC119872371","LOC119872371"
"gene-ZZZ3|ZZZ3","ZZZ3"
"gene-LOC119872412|LOC119872412","LOC119872412"
"gene-AK5|AK5","AK5"
"gene-LOC119872285|LOC119872285","LOC119872285"
"gene-LOC102155054|LOC102155054","LOC102155054"
"gene-PIGK|PIGK","PIGK"
"gene-ST6GALNAC5|ST6GALNAC5","ST6GALNAC5"
"gene-LOC111096445|LOC111096445","LOC111096445"
"gene-LOC119876978|LOC119876978","LOC119876978"
"gene-LOC119872450|LOC119872450","LOC119872450"
"gene-ST6GALNAC3|ST6GALNAC3","ST6GALNAC3"
"gene-LOC102151522|LOC102151522","LOC102151522"
"gene-LOC119872288|LOC119872288","LOC119872288"
"gene-LOC111096446|LOC111096446","LOC111096446"
"gene-LOC102154819|LOC102154819","LOC102154819"
"gene-LOC100687168|LOC100687168","LOC100687168"
"gene-ASB17|ASB17","ASB17"
"gene-MSH4|MSH4","MSH4"
"gene-LOC102151599|LOC102151599","LOC102151599"
"gene-LOC102151665|LOC102151665","LOC102151665"
"gene-RABGGTB|RABGGTB","RABGGTB"
"gene-LOC119872410|LOC119872410","LOC119872410"
"gene-LOC119872411|LOC119872411","LOC119872411"
"gene-LOC119872413|LOC119872413","LOC119872413"
"gene-LOC100687394|LOC100687394","LOC100687394"
"gene-ACADM|ACADM","ACADM"
"gene-LOC119872372|LOC119872372","LOC119872372"
"gene-LOC102155113|LOC102155113","LOC102155113"
"gene-SLC44A5|SLC44A5","SLC44A5"
"gene-LOC119872455|LOC119872455","LOC119872455"
"gene-LHX8|LHX8","LHX8"
"gene-LOC100687711|LOC100687711","LOC100687711"
"gene-LOC100687792|LOC100687792","LOC100687792"
"gene-TYW3|TYW3","TYW3"
"gene-CRYZ|CRYZ","CRYZ"
"gene-ERICH3|ERICH3","ERICH3"
"gene-LOC111096448|LOC111096448","LOC111096448"
"gene-TNNI3K|TNNI3K","TNNI3K"
"gene-LOC119872289|LOC119872289","LOC119872289"
"gene-LOC111096449|LOC111096449","LOC111096449"
"gene-LOC111096450|LOC111096450","LOC111096450"
"gene-LRRC53|LRRC53","LRRC53"
"gene-LOC119872459|LOC119872459","LOC119872459"
"gene-FPGT|FPGT","FPGT"
"gene-LRRIQ3|LRRIQ3","LRRIQ3"
"gene-LOC102155529|LOC102155529","LOC102155529"
"gene-LOC119872373|LOC119872373","LOC119872373"
"gene-LOC111096535|LOC111096535","LOC111096535"
"gene-LOC119872374|LOC119872374","LOC119872374"
"gene-LOC111096536|LOC111096536","LOC111096536"
"gene-LOC111096452|LOC111096452","LOC111096452"
"gene-LOC111096453|LOC111096453","LOC111096453"
"gene-NEGR1|NEGR1","NEGR1"
"gene-LOC111096455|LOC111096455","LOC111096455"
"gene-LOC111096454|LOC111096454","LOC111096454"
"gene-LOC119876992|LOC119876992","LOC119876992"
"gene-LOC102155563|LOC102155563","LOC102155563"
"gene-LOC111096456|LOC111096456","LOC111096456"
"gene-LOC119872290|LOC119872290","LOC119872290"
"gene-LOC111096457|LOC111096457","LOC111096457"
"gene-LOC102155681|LOC102155681","LOC102155681"
"gene-LOC119872294|LOC119872294","LOC119872294"
"gene-LOC102155681_1|LOC102155681","LOC102155681"
"gene-ZRANB2|ZRANB2","ZRANB2"
"gene-LOC119872293|LOC119872293","LOC119872293"
"gene-MIR186|MIR186","MIR186"
"gene-PTGER3|PTGER3","PTGER3"
"gene-LOC119872292|LOC119872292","LOC119872292"
"gene-LOC111096459|LOC111096459","LOC111096459"
"gene-LOC111096460|LOC111096460","LOC111096460"
"gene-LOC119872460|LOC119872460","LOC119872460"
"gene-LOC111096538|LOC111096538","LOC111096538"
"gene-CTH|CTH","CTH"
"gene-LOC111096539|LOC111096539","LOC111096539"
"gene-ANKRD13C|ANKRD13C","ANKRD13C"
"gene-SRSF11|SRSF11","SRSF11"
"gene-LOC119872401|LOC119872401","LOC119872401"
"gene-LRRC40|LRRC40","LRRC40"
"gene-LOC119877009|LOC119877009","LOC119877009"
"gene-LOC102156099|LOC102156099","LOC102156099"
"gene-LRRC7|LRRC7","LRRC7"
"gene-LOC111096461|LOC111096461","LOC111096461"
"gene-LOC111096540|LOC111096540","LOC111096540"
"gene-LOC111096462|LOC111096462","LOC111096462"
"gene-LOC119872465|LOC119872465","LOC119872465"
"gene-LOC106558929|LOC106558929","LOC106558929"
"gene-DEPDC1|DEPDC1","DEPDC1"
"gene-RPE65|RPE65","RPE65"
"gene-LOC119872375|LOC119872375","LOC119872375"
"gene-LOC111096463|LOC111096463","LOC111096463"
"gene-LOC100688929|LOC100688929","LOC100688929"
"gene-WLS|WLS","WLS"
"gene-LOC111096464|LOC111096464","LOC111096464"
"gene-GNG12|GNG12","GNG12"
"gene-GADD45A|GADD45A","GADD45A"
"gene-LOC119872377|LOC119872377","LOC119872377"
"gene-LOC119872296|LOC119872296","LOC119872296"
"gene-LOC119872297|LOC119872297","LOC119872297"
"gene-LOC102156543|LOC102156543","LOC102156543"
"gene-LOC119872298|LOC119872298","LOC119872298"
"gene-LOC106558979|LOC106558979","LOC106558979"
"gene-LOC111096465|LOC111096465","LOC111096465"
"gene-LOC119872378|LOC119872378","LOC119872378"
"gene-LOC119876274|LOC119876274","LOC119876274"
"gene-LOC119876403|LOC119876403","LOC119876403"
"gene-CHI3L1|CHI3L1","CHI3L1"
"gene-MYBPH|MYBPH","MYBPH"
"gene-ADORA1|ADORA1","ADORA1"
"gene-LOC102152802|LOC102152802","LOC102152802"
"gene-LOC106558980|LOC106558980","LOC106558980"
"gene-MYOG|MYOG","MYOG"
"gene-PPFIA4|PPFIA4","PPFIA4"
"gene-TMEM183A|TMEM183A","TMEM183A"
"gene-LOC111096577|LOC111096577","LOC111096577"
"gene-LOC100682872|LOC100682872","LOC100682872"
"gene-LOC111096575|LOC111096575","LOC111096575"
"gene-MGAT4F|MGAT4F","MGAT4F"
"gene-CYB5R1|CYB5R1","CYB5R1"
"gene-ADIPOR1|ADIPOR1","ADIPOR1"
"gene-KLHL12|KLHL12","KLHL12"
"gene-RABIF|RABIF","RABIF"
"gene-LOC100855995|LOC100855995","LOC100855995"
"gene-LOC119872474|LOC119872474","LOC119872474"
"gene-LOC102151492|LOC102151492","LOC102151492"
"gene-KDM5B|KDM5B","KDM5B"
"gene-LOC111096578|LOC111096578","LOC111096578"
"gene-SYT2|SYT2","SYT2"
"gene-LOC119872475|LOC119872475","LOC119872475"
"gene-PPP1R12B|PPP1R12B","PPP1R12B"
"gene-LOC102154785|LOC102154785","LOC102154785"
"gene-LOC111096579|LOC111096579","LOC111096579"
"gene-UBE2T|UBE2T","UBE2T"
"gene-LGR6|LGR6","LGR6"
"gene-LOC607201|LOC607201","LOC607201"
"gene-PTPN7|PTPN7","PTPN7"
"gene-ARL8A|ARL8A","ARL8A"
"gene-GPR37L1|GPR37L1","GPR37L1"
"gene-LOC100684738|LOC100684738","LOC100684738"
"gene-LOC111096851|LOC111096851","LOC111096851"
"gene-ELF3|ELF3","ELF3"
"gene-RNPEP|RNPEP","RNPEP"
"gene-TIMM17A|TIMM17A","TIMM17A"
"gene-LOC106558984|LOC106558984","LOC106558984"
"gene-LOC111096581|LOC111096581","LOC111096581"
"gene-LMOD1|LMOD1","LMOD1"
"gene-LOC111096582|LOC111096582","LOC111096582"
"gene-SHISA4|SHISA4","SHISA4"
"gene-LOC119872477|LOC119872477","LOC119872477"
"gene-LOC119872476|LOC119872476","LOC119872476"
"gene-IPO9|IPO9","IPO9"
"gene-LOC111096573|LOC111096573","LOC111096573"
"gene-LOC102156100|LOC102156100","LOC102156100"
"gene-NAV1|NAV1","NAV1"
"gene-LOC119872478|LOC119872478","LOC119872478"
"gene-CSRP1|CSRP1","CSRP1"
"gene-PHLDA3|PHLDA3","PHLDA3"
"gene-LOC119872479|LOC119872479","LOC119872479"
"gene-TNNI1|TNNI1","TNNI1"
"gene-LAD1|LAD1","LAD1"
"gene-TNNT2|TNNT2","TNNT2"
"gene-LOC111096584|LOC111096584","LOC111096584"
"gene-LOC100855890|LOC100855890","LOC100855890"
"gene-PKP1|PKP1","PKP1"
"gene-LOC106559000|LOC106559000","LOC106559000"
"gene-IGFN1|IGFN1","IGFN1"
"gene-LOC102157043|LOC102157043","LOC102157043"
"gene-TMEM9|TMEM9","TMEM9"
"gene-ASCL5|ASCL5","ASCL5"
"gene-CACNA1S|CACNA1S","CACNA1S"
"gene-LOC111096587|LOC111096587","LOC111096587"
"gene-KIF21B|KIF21B","KIF21B"
"gene-LOC102152171|LOC102152171","LOC102152171"
"gene-INAVA|INAVA","INAVA"
"gene-CAMSAP2|CAMSAP2","CAMSAP2"
"gene-LOC111096589|LOC111096589","LOC111096589"
"gene-LOC111096591|LOC111096591","LOC111096591"
"gene-LOC111096590|LOC111096590","LOC111096590"
"gene-DDX59|DDX59","DDX59"
"gene-KIF14|KIF14","KIF14"
"gene-LOC111096852|LOC111096852","LOC111096852"
"gene-LOC111096853|LOC111096853","LOC111096853"
"gene-ZNF281|ZNF281","ZNF281"
"gene-LOC111096854|LOC111096854","LOC111096854"
"gene-LOC119872652|LOC119872652","LOC119872652"
"gene-LOC119872768|LOC119872768","LOC119872768"
"gene-LOC111096593|LOC111096593","LOC111096593"
"gene-LOC102152591|LOC102152591","LOC102152591"
"gene-LOC111096594|LOC111096594","LOC111096594"
"gene-NR5A2|NR5A2","NR5A2"
"gene-LOC111096595|LOC111096595","LOC111096595"
"gene-LOC119872481|LOC119872481","LOC119872481"
"gene-LOC111096855|LOC111096855","LOC111096855"
"gene-LOC111096856|LOC111096856","LOC111096856"
"gene-LOC100683120|LOC100683120","LOC100683120"
"gene-LOC102152898|LOC102152898","LOC102152898"
"gene-LOC106559011|LOC106559011","LOC106559011"
"gene-LOC119872653|LOC119872653","LOC119872653"
"gene-LOC100683199|LOC100683199","LOC100683199"
"gene-LOC111096596|LOC111096596","LOC111096596"
"gene-LOC119872721|LOC119872721","LOC119872721"
"gene-LOC102152940|LOC102152940","LOC102152940"
"gene-MIR181A-1|MIR181A-1","MIR181A-1"
"gene-MIR181B-1|MIR181B-1","MIR181B-1"
"gene-PTPRC|PTPRC","PTPRC"
"gene-ATP6V1G3|ATP6V1G3","ATP6V1G3"
"gene-LOC119872654|LOC119872654","LOC119872654"
"gene-LOC111096857|LOC111096857","LOC111096857"
"gene-NEK7|NEK7","NEK7"
"gene-LOC119872482|LOC119872482","LOC119872482"
"gene-LOC111096597|LOC111096597","LOC111096597"
"gene-LHX9|LHX9","LHX9"
"gene-C7H1orf53|C7H1orf53","C7H1orf53"
"gene-LOC102153978|LOC102153978","LOC102153978"
"gene-LOC102154048|LOC102154048","LOC102154048"
"gene-DENND1B|DENND1B","DENND1B"
"gene-LOC111096599|LOC111096599","LOC111096599"
"gene-LOC111096598|LOC111096598","LOC111096598"
"gene-CRB1|CRB1","CRB1"
"gene-LOC111096600|LOC111096600","LOC111096600"
"gene-ZBTB41|ZBTB41","ZBTB41"
"gene-LOC106559013|LOC106559013","LOC106559013"
"gene-ASPM|ASPM","ASPM"
"gene-F13B|F13B","F13B"
"gene-LOC119872753|LOC119872753","LOC119872753"
"gene-CFHR5|CFHR5","CFHR5"
"gene-MAPKAPK2|MAPKAPK2","MAPKAPK2"
"gene-LOC119872486|LOC119872486","LOC119872486"
"gene-LOC111096601|LOC111096601","LOC111096601"
"gene-IL10|IL10","IL10"
"gene-LOC111096602|LOC111096602","LOC111096602"
"gene-LOC119872772|LOC119872772","LOC119872772"
"gene-IL19|IL19","IL19"
"gene-IL20|IL20","IL20"
"gene-IL24|IL24","IL24"
"gene-FCMR|FCMR","FCMR"
"gene-PIGR|PIGR","PIGR"
"gene-LOC119872487|LOC119872487","LOC119872487"
"gene-FCAMR|FCAMR","FCAMR"
"gene-LOC111096603|LOC111096603","LOC111096603"
"gene-LOC111096859|LOC111096859","LOC111096859"
"gene-C7H1orf116|C7H1orf116","C7H1orf116"
"gene-YOD1|YOD1","YOD1"
"gene-LOC119872488|LOC119872488","LOC119872488"
"gene-PFKFB2|PFKFB2","PFKFB2"
"gene-C4BPB|C4BPB","C4BPB"
"gene-C4BPA|C4BPA","C4BPA"
"gene-CD55|CD55","CD55"
"gene-LOC119872782|LOC119872782","LOC119872782"
"gene-LOC119872656|LOC119872656","LOC119872656"
"gene-LOC100684580|LOC100684580","LOC100684580"
"gene-LOC490269|LOC490269","LOC490269"
"gene-LOC102156626|LOC102156626","LOC102156626"
"gene-MIR29C-1|MIR29C-1","MIR29C-1"
"gene-LOC609365|LOC609365","LOC609365"
"gene-MIR29C-2|MIR29C-2","MIR29C-2"
"gene-MIR29B-2|MIR29B-2","MIR29B-2"
"gene-LOC119872489|LOC119872489","LOC119872489"
"gene-LOC119872657|LOC119872657","LOC119872657"
"gene-CD34|CD34","CD34"
"gene-LOC102151524|LOC102151524","LOC102151524"
"gene-LOC111096860|LOC111096860","LOC111096860"
"gene-PLXNA2|PLXNA2","PLXNA2"
"gene-LOC111096604|LOC111096604","LOC111096604"
"gene-LOC111096605|LOC111096605","LOC111096605"
"gene-LOC106559014|LOC106559014","LOC106559014"
"gene-LOC102151746|LOC102151746","LOC102151746"
"gene-LOC111096606|LOC111096606","LOC111096606"
"gene-LOC111096607|LOC111096607","LOC111096607"
"gene-LOC111096609|LOC111096609","LOC111096609"
"gene-LOC490271|LOC490271","LOC490271"
"gene-LOC119872720|LOC119872720","LOC119872720"
"gene-LOC111096861|LOC111096861","LOC111096861"
"gene-LOC100687572|LOC100687572","LOC100687572"
"gene-LOC111096862|LOC111096862","LOC111096862"
"gene-LOC111096863|LOC111096863","LOC111096863"
"gene-LOC119872658|LOC119872658","LOC119872658"
"gene-MIR205|MIR205","MIR205"
"gene-LOC119872493|LOC119872493","LOC119872493"
"gene-LOC111096610|LOC111096610","LOC111096610"
"gene-LOC119872711|LOC119872711","LOC119872711"
"gene-LOC111096613|LOC111096613","LOC111096613"
"gene-LOC111096612|LOC111096612","LOC111096612"
"gene-LOC119872494|LOC119872494","LOC119872494"
"gene-CAMK1G|CAMK1G","CAMK1G"
"gene-LAMB3|LAMB3","LAMB3"
"gene-G0S2|G0S2","G0S2"
"gene-LOC119872774|LOC119872774","LOC119872774"
"gene-HSD11B1|HSD11B1","HSD11B1"
"gene-TRAF3IP3|TRAF3IP3","TRAF3IP3"
"gene-C7H1orf74|C7H1orf74","C7H1orf74"
"gene-IRF6|IRF6","IRF6"
"gene-UTP25|UTP25","UTP25"
"gene-LOC111096614|LOC111096614","LOC111096614"
"gene-LOC609753|LOC609753","LOC609753"
"gene-SYT14|SYT14","SYT14"
"gene-LOC102152803|LOC102152803","LOC102152803"
"gene-LOC119872754|LOC119872754","LOC119872754"
"gene-LOC111096616|LOC111096616","LOC111096616"
"gene-LOC111096615|LOC111096615","LOC111096615"
"gene-SERTAD4|SERTAD4","SERTAD4"
"gene-HHAT|HHAT","HHAT"
"gene-LOC100688350|LOC100688350","LOC100688350"
"gene-LOC119872766|LOC119872766","LOC119872766"
"gene-KCNH1|KCNH1","KCNH1"
"gene-LOC102156497|LOC102156497","LOC102156497"
"gene-LOC102153639|LOC102153639","LOC102153639"
"gene-LOC100685193|LOC100685193","LOC100685193"
"gene-RCOR3|RCOR3","RCOR3"
"gene-LOC102156568|LOC102156568","LOC102156568"
"gene-TRAF5|TRAF5","TRAF5"
"gene-LOC102153714|LOC102153714","LOC102153714"
"gene-LOC111096617|LOC111096617","LOC111096617"
"gene-LOC119872495|LOC119872495","LOC119872495"
"gene-LOC111096864|LOC111096864","LOC111096864"
"gene-RD3|RD3","RD3"
"gene-LOC111096620|LOC111096620","LOC111096620"
"gene-LOC111096619|LOC111096619","LOC111096619"
"gene-SLC30A1|SLC30A1","SLC30A1"
"gene-LOC102153837|LOC102153837","LOC102153837"
