"gene_id","gene_name"
"gene-MAPKBP1|MAPKBP1","MAPKBP1"
"gene-JMJD7|JMJD7","JMJD7"
"gene-PLA2G4B|PLA2G4B","PLA2G4B"
"gene-SPTBN5|SPTBN5","SPTBN5"
"gene-EHD4|EHD4","EHD4"
"gene-LOC119866876|LOC119866876","LOC119866876"
"gene-LOC119866875|LOC119866875","LOC119866875"
"gene-PLA2G4E|PLA2G4E","PLA2G4E"
"gene-PLA2G4D|PLA2G4D","PLA2G4D"
"gene-PLA2G4F|PLA2G4F","PLA2G4F"
"gene-LOC119866877|LOC119866877","LOC119866877"
"gene-VPS39|VPS39","VPS39"
"gene-TMEM87A|TMEM87A","TMEM87A"
"gene-LOC119866984|LOC119866984","LOC119866984"
"gene-GANC|GANC","GANC"
"gene-LOC119866965|LOC119866965","LOC119866965"
"gene-CAPN3|CAPN3","CAPN3"
"gene-LOC119866953|LOC119866953","LOC119866953"
"gene-LOC119866878|LOC119866878","LOC119866878"
"gene-ZNF106|ZNF106","ZNF106"
"gene-SNAP23|SNAP23","SNAP23"
"gene-LRRC57|LRRC57","LRRC57"
"gene-HAUS2|HAUS2","HAUS2"
"gene-STARD9|STARD9","STARD9"
"gene-CDAN1|CDAN1","CDAN1"
"gene-TTBK2|TTBK2","TTBK2"
"gene-LOC106558068|LOC106558068","LOC106558068"
"gene-LOC111093378|LOC111093378","LOC111093378"
"gene-UBR1|UBR1","UBR1"
"gene-TMEM62|TMEM62","TMEM62"
"gene-CCNDBP1|CCNDBP1","CCNDBP1"
"gene-EPB42|EPB42","EPB42"
"gene-LOC111093331|LOC111093331","LOC111093331"
"gene-TGM5|TGM5","TGM5"
"gene-TGM7|TGM7","TGM7"
"gene-LOC119866958|LOC119866958","LOC119866958"
"gene-ADAL|ADAL","ADAL"
"gene-ZSCAN29|ZSCAN29","ZSCAN29"
"gene-TUBGCP4|TUBGCP4","TUBGCP4"
"gene-TP53BP1|TP53BP1","TP53BP1"
"gene-MAP1A|MAP1A","MAP1A"
"gene-PPIP5K1|PPIP5K1","PPIP5K1"
"gene-LOC111093409|LOC111093409","LOC111093409"
"gene-LOC478277|LOC478277","LOC478277"
"gene-STRC|STRC","STRC"
"gene-LOC111093265|LOC111093265","LOC111093265"
"gene-CATSPER2|CATSPER2","CATSPER2"
"gene-PDIA3|PDIA3","PDIA3"
"gene-ELL3|ELL3","ELL3"
"gene-LOC111093302|LOC111093302","LOC111093302"
"gene-SERF2|SERF2","SERF2"
"gene-SERINC4|SERINC4","SERINC4"
"gene-HYPK|HYPK","HYPK"
"gene-MFAP1|MFAP1","MFAP1"
"gene-WDR76|WDR76","WDR76"
"gene-LOC119866960|LOC119866960","LOC119866960"
"gene-FRMD5|FRMD5","FRMD5"
"gene-LOC111093301|LOC111093301","LOC111093301"
"gene-LOC100684759|LOC100684759","LOC100684759"
"gene-LOC106558059|LOC106558059","LOC106558059"
"gene-LOC100684844|LOC100684844","LOC100684844"
"gene-LOC119866880|LOC119866880","LOC119866880"
"gene-LOC111093393|LOC111093393","LOC111093393"
"gene-GOLM2|GOLM2","GOLM2"
"gene-LOC111093274|LOC111093274","LOC111093274"
"gene-CTDSPL2|CTDSPL2","CTDSPL2"
"gene-EIF3J|EIF3J","EIF3J"
"gene-SPG11|SPG11","SPG11"
"gene-LOC102152730|LOC102152730","LOC102152730"
"gene-PATL2|PATL2","PATL2"
"gene-B2M|B2M","B2M"
"gene-LOC100856744|LOC100856744","LOC100856744"
"gene-RNF4|RNF4","RNF4"
"gene-LOC111093295|LOC111093295","LOC111093295"
"gene-TRIM69|TRIM69","TRIM69"
"gene-TERB2|TERB2","TERB2"
"gene-LOC111093338|LOC111093338","LOC111093338"
"gene-SORD|SORD","SORD"
"gene-LOC111089972|LOC111089972","LOC111089972"
"gene-LOC100683815|LOC100683815","LOC100683815"
"gene-DUOX2|DUOX2","DUOX2"
"gene-DUOXA2|DUOXA2","DUOXA2"
"gene-DUOXA1|DUOXA1","DUOXA1"
"gene-DUOX1|DUOX1","DUOX1"
"gene-SHF|SHF","SHF"
"gene-LOC119866883|LOC119866883","LOC119866883"
"gene-TRNAH-GUG_3|TRNAH-GUG","TRNAH-GUG"
"gene-TRNAH-GUG_4|TRNAH-GUG","TRNAH-GUG"
"gene-LOC119870334|LOC119870334","LOC119870334"
"gene-TRNAH-GUG_5|TRNAH-GUG","TRNAH-GUG"
"gene-LOC119866980|LOC119866980","LOC119866980"
"gene-LOC102157392|LOC102157392","LOC102157392"
"gene-SPATA5L1|SPATA5L1","SPATA5L1"
"gene-MIR147|MIR147","MIR147"
"gene-SLC30A4|SLC30A4","SLC30A4"
"gene-BLOC1S6|BLOC1S6","BLOC1S6"
"gene-LOC102155410|LOC102155410","LOC102155410"
"gene-LOC100684326|LOC100684326","LOC100684326"
"gene-LOC111093328|LOC111093328","LOC111093328"
"gene-SQOR|SQOR","SQOR"
"gene-LOC102152285|LOC102152285","LOC102152285"
"gene-LOC100684464|LOC100684464","LOC100684464"
"gene-LOC111093405|LOC111093405","LOC111093405"
"gene-LOC119866829|LOC119866829","LOC119866829"
"gene-LOC100684547|LOC100684547","LOC100684547"
"gene-LOC111093360|LOC111093360","LOC111093360"
"gene-LOC119866987|LOC119866987","LOC119866987"
"gene-LOC102152321|LOC102152321","LOC102152321"
"gene-LOC100686440|LOC100686440","LOC100686440"
"gene-LOC100684619|LOC100684619","LOC100684619"
"gene-LOC111093303|LOC111093303","LOC111093303"
"gene-LOC111093266|LOC111093266","LOC111093266"
"gene-LOC487543|LOC487543","LOC487543"
"gene-SEMA6D|SEMA6D","SEMA6D"
"gene-LOC111093333|LOC111093333","LOC111093333"
"gene-LOC119866885|LOC119866885","LOC119866885"
"gene-LOC119866830|LOC119866830","LOC119866830"
"gene-LOC111093368|LOC111093368","LOC111093368"
"gene-LOC102153023|LOC102153023","LOC102153023"
"gene-LOC102153064|LOC102153064","LOC102153064"
"gene-SLC24A5|SLC24A5","SLC24A5"
"gene-MYEF2|MYEF2","MYEF2"
"gene-CTXN2|CTXN2","CTXN2"
"gene-SLC12A1|SLC12A1","SLC12A1"
"gene-LOC119866886|LOC119866886","LOC119866886"
"gene-LOC111093270|LOC111093270","LOC111093270"
"gene-LOC106558052|LOC106558052","LOC106558052"
"gene-DUT|DUT","DUT"
"gene-LOC111093352|LOC111093352","LOC111093352"
"gene-FBN1|FBN1","FBN1"
"gene-LOC111093353|LOC111093353","LOC111093353"
"gene-LOC111093384|LOC111093384","LOC111093384"
"gene-CEP152|CEP152","CEP152"
"gene-SHC4|SHC4","SHC4"
"gene-EID1|EID1","EID1"
"gene-LOC119866963|LOC119866963","LOC119866963"
"gene-LOC119866831|LOC119866831","LOC119866831"
"gene-SECISBP2L|SECISBP2L","SECISBP2L"
"gene-COPS2|COPS2","COPS2"
"gene-GALK2|GALK2","GALK2"
"gene-LOC111093398|LOC111093398","LOC111093398"
"gene-FAM227B|FAM227B","FAM227B"
"gene-FGF7|FGF7","FGF7"
"gene-DTWD1|DTWD1","DTWD1"
"gene-LOC102155157|LOC102155157","LOC102155157"
"gene-ATP8B4|ATP8B4","ATP8B4"
"gene-MIR8791A|MIR8791A","MIR8791A"
"gene-LOC119870343|LOC119870343","LOC119870343"
"gene-LOC119866832|LOC119866832","LOC119866832"
"gene-LOC100688071|LOC100688071","LOC100688071"
"gene-SLC27A2|SLC27A2","SLC27A2"
"gene-LOC119866888|LOC119866888","LOC119866888"
"gene-HDC|HDC","HDC"
"gene-GABPB1|GABPB1","GABPB1"
"gene-USP8|USP8","USP8"
"gene-USP50|USP50","USP50"
"gene-LOC119866988|LOC119866988","LOC119866988"
"gene-TRPM7|TRPM7","TRPM7"
"gene-LOC102155982|LOC102155982","LOC102155982"
"gene-SPPL2A|SPPL2A","SPPL2A"
"gene-LOC111093281|LOC111093281","LOC111093281"
"gene-LOC100688724|LOC100688724","LOC100688724"
"gene-AP4E1|AP4E1","AP4E1"
"gene-LOC119866890|LOC119866890","LOC119866890"
"gene-TNFAIP8L3|TNFAIP8L3","TNFAIP8L3"
"gene-CYP19A1|CYP19A1","CYP19A1"
"gene-LOC111093373|LOC111093373","LOC111093373"
"gene-GLDN|GLDN","GLDN"
"gene-LOC102156824|LOC102156824","LOC102156824"
"gene-DMXL2|DMXL2","DMXL2"
"gene-SCG3|SCG3","SCG3"
"gene-LOC119866892|LOC119866892","LOC119866892"
"gene-LYSMD2|LYSMD2","LYSMD2"
"gene-TMOD2|TMOD2","TMOD2"
"gene-TMOD3|TMOD3","TMOD3"
"gene-LOC100682930|LOC100682930","LOC100682930"
"gene-LOC119866893|LOC119866893","LOC119866893"
"gene-LOC102151246|LOC102151246","LOC102151246"
"gene-LEO1|LEO1","LEO1"
"gene-LOC111093267|LOC111093267","LOC111093267"
"gene-LOC111093291|LOC111093291","LOC111093291"
"gene-MAPK6|MAPK6","MAPK6"
"gene-LOC111093361|LOC111093361","LOC111093361"
"gene-LOC100685546|LOC100685546","LOC100685546"
"gene-LOC100685711|LOC100685711","LOC100685711"
"gene-GNB5|GNB5","GNB5"
"gene-LOC119866894|LOC119866894","LOC119866894"
"gene-MYO5C|MYO5C","MYO5C"
"gene-MYO5A|MYO5A","MYO5A"
"gene-ARPP19|ARPP19","ARPP19"
"gene-FAM214A|FAM214A","FAM214A"
"gene-ONECUT1|ONECUT1","ONECUT1"
"gene-LOC102152391|LOC102152391","LOC102152391"
"gene-LOC100686356|LOC100686356","LOC100686356"
"gene-LOC119866967|LOC119866967","LOC119866967"
"gene-LOC102152470|LOC102152470","LOC102152470"
"gene-LOC111093297|LOC111093297","LOC111093297"
"gene-LOC102151499|LOC102151499","LOC102151499"
"gene-WDR72|WDR72","WDR72"
"gene-LOC102152523|LOC102152523","LOC102152523"
"gene-LOC119866895|LOC119866895","LOC119866895"
"gene-UNC13C|UNC13C","UNC13C"
"gene-LOC102152810|LOC102152810","LOC102152810"
"gene-LOC119866975|LOC119866975","LOC119866975"
"gene-LOC119866978|LOC119866978","LOC119866978"
"gene-LOC119866852|LOC119866852","LOC119866852"
"gene-LOC102152774|LOC102152774","LOC102152774"
"gene-LOC119866995|LOC119866995","LOC119866995"
"gene-RSL24D1|RSL24D1","RSL24D1"
"gene-LOC119866896|LOC119866896","LOC119866896"
"gene-RAB27A|RAB27A","RAB27A"
"gene-PIGBOS1|PIGBOS1","PIGBOS1"
"gene-PIGB|PIGB","PIGB"
"gene-CCPG1|CCPG1","CCPG1"
"gene-MIR628|MIR628","MIR628"
"gene-C30H15orf65|C30H15orf65","C30H15orf65"
"gene-DNAAF4|DNAAF4","DNAAF4"
"gene-PYGO1|PYGO1","PYGO1"
"gene-LOC111093355|LOC111093355","LOC111093355"
"gene-PRTG|PRTG","PRTG"
"gene-LOC100683721|LOC100683721","LOC100683721"
"gene-LOC119866833|LOC119866833","LOC119866833"
"gene-NEDD4|NEDD4","NEDD4"
"gene-LOC100856147|LOC100856147","LOC100856147"
"gene-RFX7|RFX7","RFX7"
"gene-LOC100855438|LOC100855438","LOC100855438"
"gene-LOC119866845|LOC119866845","LOC119866845"
"gene-TEX9|TEX9","TEX9"
"gene-LOC100687236|LOC100687236","LOC100687236"
"gene-MNS1|MNS1","MNS1"
"gene-LOC111093350|LOC111093350","LOC111093350"
"gene-LOC119866834|LOC119866834","LOC119866834"
"gene-ZNF280D|ZNF280D","ZNF280D"
"gene-LOC102154430|LOC102154430","LOC102154430"
"gene-LOC119866898|LOC119866898","LOC119866898"
"gene-TCF12|TCF12","TCF12"
"gene-LOC442976|LOC442976","LOC442976"
"gene-LOC119866982|LOC119866982","LOC119866982"
"gene-CGNL1|CGNL1","CGNL1"
"gene-LOC610112|LOC610112","LOC610112"
"gene-LOC119866899|LOC119866899","LOC119866899"
"gene-LOC102155709|LOC102155709","LOC102155709"
"gene-LOC102155613|LOC102155613","LOC102155613"
"gene-POLR2M|POLR2M","POLR2M"
"gene-ALDH1A2|ALDH1A2","ALDH1A2"
"gene-LOC610170|LOC610170","LOC610170"
"gene-AQP9|AQP9","AQP9"
"gene-LOC111093315|LOC111093315","LOC111093315"
"gene-LOC111093336|LOC111093336","LOC111093336"
"gene-LOC111093362|LOC111093362","LOC111093362"
"gene-LOC119866900|LOC119866900","LOC119866900"
"gene-LOC111093335|LOC111093335","LOC111093335"
"gene-LOC111093294|LOC111093294","LOC111093294"
"gene-LOC119866979|LOC119866979","LOC119866979"
"gene-LIPC|LIPC","LIPC"
"gene-LOC119866901|LOC119866901","LOC119866901"
"gene-ADAM10|ADAM10","ADAM10"
"gene-LOC100688044|LOC100688044","LOC100688044"
"gene-MINDY2|MINDY2","MINDY2"
"gene-LOC119866983|LOC119866983","LOC119866983"
"gene-SLTM|SLTM","SLTM"
"gene-LOC111093383|LOC111093383","LOC111093383"
"gene-RNF111|RNF111","RNF111"
"gene-CCNB2|CCNB2","CCNB2"
"gene-LOC119866902|LOC119866902","LOC119866902"
"gene-MYO1E|MYO1E","MYO1E"
"gene-LOC102152879|LOC102152879","LOC102152879"
"gene-LOC119866835|LOC119866835","LOC119866835"
"gene-FAM81A|FAM81A","FAM81A"
"gene-GCNT3|GCNT3","GCNT3"
"gene-GTF2A2|GTF2A2","GTF2A2"
"gene-LOC102157200|LOC102157200","LOC102157200"
"gene-BNIP2|BNIP2","BNIP2"
"gene-LOC111093288|LOC111093288","LOC111093288"
"gene-LOC111093380|LOC111093380","LOC111093380"
"gene-LOC111093387|LOC111093387","LOC111093387"
"gene-LOC111093388|LOC111093388","LOC111093388"
"gene-LOC106558079|LOC106558079","LOC106558079"
"gene-LOC119866904|LOC119866904","LOC119866904"
"gene-FOXB1|FOXB1","FOXB1"
"gene-LOC119866903|LOC119866903","LOC119866903"
"gene-LOC100688408|LOC100688408","LOC100688408"
"gene-LOC106558046|LOC106558046","LOC106558046"
"gene-ANXA2|ANXA2","ANXA2"
"gene-LOC119866905|LOC119866905","LOC119866905"
"gene-ICE2|ICE2","ICE2"
"gene-LOC102151633|LOC102151633","LOC102151633"
"gene-RORA|RORA","RORA"
"gene-LOC119866908|LOC119866908","LOC119866908"
"gene-LOC119866909|LOC119866909","LOC119866909"
"gene-LOC100686151|LOC100686151","LOC100686151"
"gene-LOC111093392|LOC111093392","LOC111093392"
"gene-LOC100688477|LOC100688477","LOC100688477"
"gene-LOC111093399|LOC111093399","LOC111093399"
"gene-VPS13C|VPS13C","VPS13C"
"gene-C2CD4A|C2CD4A","C2CD4A"
"gene-C2CD4B|C2CD4B","C2CD4B"
"gene-LOC100688626|LOC100688626","LOC100688626"
"gene-LOC119863929|LOC119863929","LOC119863929"
"gene-LOC119866910|LOC119866910","LOC119866910"
"gene-LOC119866977|LOC119866977","LOC119866977"
"gene-LOC106558081|LOC106558081","LOC106558081"
"gene-LOC100686357|LOC100686357","LOC100686357"
"gene-TLN2|TLN2","TLN2"
"gene-MIR190A|MIR190A","MIR190A"
"gene-LOC111093344|LOC111093344","LOC111093344"
"gene-LOC111093343|LOC111093343","LOC111093343"
"gene-LOC102152411|LOC102152411","LOC102152411"
"gene-LOC102152859|LOC102152859","LOC102152859"
"gene-LOC100687021|LOC100687021","LOC100687021"
"gene-TPM1|TPM1","TPM1"
"gene-LACTB|LACTB","LACTB"
"gene-LOC111093321|LOC111093321","LOC111093321"
"gene-RPS27L|RPS27L","RPS27L"
"gene-LOC119866911|LOC119866911","LOC119866911"
"gene-LOC119866913|LOC119866913","LOC119866913"
"gene-RAB8B|RAB8B","RAB8B"
"gene-APH1B|APH1B","APH1B"
"gene-CA12|CA12","CA12"
"gene-LOC106558069|LOC106558069","LOC106558069"
"gene-LOC111093411|LOC111093411","LOC111093411"
"gene-USP3|USP3","USP3"
"gene-FBXL22|FBXL22","FBXL22"
"gene-HERC1|HERC1","HERC1"
"gene-LOC111093317|LOC111093317","LOC111093317"
"gene-DAPK2|DAPK2","DAPK2"
"gene-LOC119866964|LOC119866964","LOC119866964"
"gene-CIAO2A|CIAO2A","CIAO2A"
"gene-SNX1|SNX1","SNX1"
"gene-LOC119866853|LOC119866853","LOC119866853"
"gene-LOC119866915|LOC119866915","LOC119866915"
"gene-SNX22|SNX22","SNX22"
"gene-PPIB|PPIB","PPIB"
"gene-CSNK1G1|CSNK1G1","CSNK1G1"
"gene-LOC111093364|LOC111093364","LOC111093364"
"gene-LOC119866971|LOC119866971","LOC119866971"
"gene-LOC119866981|LOC119866981","LOC119866981"
"gene-LOC111093365|LOC111093365","LOC111093365"
"gene-PCLAF|PCLAF","PCLAF"
"gene-TRIP4|TRIP4","TRIP4"
"gene-ZNF609|ZNF609","ZNF609"
"gene-LOC609207|LOC609207","LOC609207"
"gene-LOC111093416|LOC111093416","LOC111093416"
"gene-OAZ2|OAZ2","OAZ2"
"gene-LOC111093359|LOC111093359","LOC111093359"
"gene-LOC119866916|LOC119866916","LOC119866916"
"gene-RBPMS2|RBPMS2","RBPMS2"
"gene-LOC106558045|LOC106558045","LOC106558045"
"gene-PIF1|PIF1","PIF1"
"gene-PLEKHO2|PLEKHO2","PLEKHO2"
"gene-ANKDD1A|ANKDD1A","ANKDD1A"
"gene-LOC119866846|LOC119866846","LOC119866846"
"gene-SPG21|SPG21","SPG21"
"gene-TRNAK-UUU_13|TRNAK-UUU","TRNAK-UUU"
"gene-MTFMT|MTFMT","MTFMT"
"gene-SLC51B|SLC51B","SLC51B"
"gene-RASL12|RASL12","RASL12"
"gene-KBTBD13|KBTBD13","KBTBD13"
"gene-UBAP1L|UBAP1L","UBAP1L"
"gene-PDCD7|PDCD7","PDCD7"
"gene-LOC111093306|LOC111093306","LOC111093306"
"gene-LOC119866918|LOC119866918","LOC119866918"
"gene-CLPX|CLPX","CLPX"
"gene-CILP|CILP","CILP"
"gene-PARP16|PARP16","PARP16"
"gene-LOC119866957|LOC119866957","LOC119866957"
"gene-LOC119866956|LOC119866956","LOC119866956"
"gene-LOC100683056|LOC100683056","LOC100683056"
"gene-IGDCC3|IGDCC3","IGDCC3"
"gene-LOC102151136|LOC102151136","LOC102151136"
"gene-IGDCC4|IGDCC4","IGDCC4"
"gene-LOC119866919|LOC119866919","LOC119866919"
"gene-LOC119866920|LOC119866920","LOC119866920"
"gene-DPP8|DPP8","DPP8"
"gene-LOC111093262|LOC111093262","LOC111093262"
"gene-LOC119866836|LOC119866836","LOC119866836"
"gene-HACD3|HACD3","HACD3"
"gene-INTS14|INTS14","INTS14"
"gene-LOC119866847|LOC119866847","LOC119866847"
"gene-SLC24A1|SLC24A1","SLC24A1"
"gene-DENND4A|DENND4A","DENND4A"
"gene-TRNAQ-CUG_7|TRNAQ-CUG","TRNAQ-CUG"
"gene-RAB11A|RAB11A","RAB11A"
"gene-MEGF11|MEGF11","MEGF11"
"gene-LOC119866921|LOC119866921","LOC119866921"
"gene-DIS3L|DIS3L","DIS3L"
"gene-TIPIN|TIPIN","TIPIN"
"gene-LOC119866996|LOC119866996","LOC119866996"
"gene-LOC119866838|LOC119866838","LOC119866838"
"gene-LOC119866837|LOC119866837","LOC119866837"
"gene-MAP2K1|MAP2K1","MAP2K1"
"gene-TRNAR-CCU_15|TRNAR-CCU","TRNAR-CCU"
"gene-SNAPC5|SNAPC5","SNAPC5"
"gene-RPL4|RPL4","RPL4"
"gene-LOC119866990|LOC119866990","LOC119866990"
"gene-LOC119866991|LOC119866991","LOC119866991"
"gene-LOC119866993|LOC119866993","LOC119866993"
"gene-LOC119866992|LOC119866992","LOC119866992"
"gene-ZWILCH|ZWILCH","ZWILCH"
"gene-LCTL|LCTL","LCTL"
"gene-LOC111093334|LOC111093334","LOC111093334"
"gene-SMAD6|SMAD6","SMAD6"
"gene-LOC119866923|LOC119866923","LOC119866923"
"gene-LOC111093346|LOC111093346","LOC111093346"
"gene-SMAD3|SMAD3","SMAD3"
"gene-LOC119866924|LOC119866924","LOC119866924"
"gene-AAGAB|AAGAB","AAGAB"
"gene-IQCH|IQCH","IQCH"
"gene-LOC102152596|LOC102152596","LOC102152596"
"gene-C30H15orf61|C30H15orf61","C30H15orf61"
"gene-LOC119866925|LOC119866925","LOC119866925"
"gene-MAP2K5|MAP2K5","MAP2K5"
"gene-SKOR1|SKOR1","SKOR1"
"gene-LOC119866959|LOC119866959","LOC119866959"
"gene-LOC119866839|LOC119866839","LOC119866839"
"gene-LOC119866926|LOC119866926","LOC119866926"
"gene-PIAS1|PIAS1","PIAS1"
"gene-LOC111093358|LOC111093358","LOC111093358"
"gene-CALML4|CALML4","CALML4"
"gene-CLN6|CLN6","CLN6"
"gene-FEM1B|FEM1B","FEM1B"
"gene-ITGA11|ITGA11","ITGA11"
"gene-LOC111093320|LOC111093320","LOC111093320"
"gene-LOC100684041|LOC100684041","LOC100684041"
"gene-CORO2B|CORO2B","CORO2B"
"gene-LOC111093396|LOC111093396","LOC111093396"
"gene-LOC106558058|LOC106558058","LOC106558058"
"gene-LOC119866840|LOC119866840","LOC119866840"
"gene-ANP32A|ANP32A","ANP32A"
"gene-LOC119866973|LOC119866973","LOC119866973"
"gene-SPESP1|SPESP1","SPESP1"
"gene-NOX5|NOX5","NOX5"
"gene-LOC119866969|LOC119866969","LOC119866969"
"gene-LOC119866927|LOC119866927","LOC119866927"
"gene-LOC106558047|LOC106558047","LOC106558047"
"gene-LOC611043|LOC611043","LOC611043"
"gene-LOC119866972|LOC119866972","LOC119866972"
"gene-GLCE|GLCE","GLCE"
"gene-LOC119866928|LOC119866928","LOC119866928"
"gene-LOC111093273|LOC111093273","LOC111093273"
"gene-PAQR5|PAQR5","PAQR5"
"gene-LOC111093272|LOC111093272","LOC111093272"
"gene-LOC119866929|LOC119866929","LOC119866929"
"gene-LOC119870348|LOC119870348","LOC119870348"
"gene-KIF23|KIF23","KIF23"
"gene-RPLP1|RPLP1","RPLP1"
"gene-LOC111093322|LOC111093322","LOC111093322"
"gene-LOC119866931|LOC119866931","LOC119866931"
"gene-LOC119866930|LOC119866930","LOC119866930"
"gene-LOC119866841|LOC119866841","LOC119866841"
"gene-LOC111093385|LOC111093385","LOC111093385"
"gene-LOC111093341|LOC111093341","LOC111093341"
"gene-LOC119866842|LOC119866842","LOC119866842"
"gene-TLE3|TLE3","TLE3"
"gene-LOC111093278|LOC111093278","LOC111093278"
"gene-LOC111093347|LOC111093347","LOC111093347"
"gene-LOC102154051|LOC102154051","LOC102154051"
"gene-LOC119866932|LOC119866932","LOC119866932"
"gene-LOC119870324|LOC119870324","LOC119870324"
"gene-UACA|UACA","UACA"
"gene-LOC102154511|LOC102154511","LOC102154511"
"gene-LARP6|LARP6","LARP6"
"gene-LOC106558031|LOC106558031","LOC106558031"
"gene-THAP10|THAP10","THAP10"
"gene-LRRC49|LRRC49","LRRC49"
"gene-LOC119866989|LOC119866989","LOC119866989"
"gene-THSD4|THSD4","THSD4"
"gene-LOC487627|LOC487627","LOC487627"
"gene-LOC102155082|LOC102155082","LOC102155082"
"gene-THSD4_1|THSD4","THSD4"
"gene-NR2E3|NR2E3","NR2E3"
"gene-MYO9A|MYO9A","MYO9A"
"gene-LOC119866985|LOC119866985","LOC119866985"
"gene-SENP8|SENP8","SENP8"
"gene-LOC119866933|LOC119866933","LOC119866933"
"gene-GRAMD2A|GRAMD2A","GRAMD2A"
"gene-PKM|PKM","PKM"
"gene-LOC119866934|LOC119866934","LOC119866934"
"gene-LOC111093326|LOC111093326","LOC111093326"
"gene-PARP6|PARP6","PARP6"
"gene-LOC119866935|LOC119866935","LOC119866935"
"gene-CELF6|CELF6","CELF6"
"gene-HEXA|HEXA","HEXA"
"gene-LOC119866817|LOC119866817","LOC119866817"
"gene-LOC100685236|LOC100685236","LOC100685236"
"gene-TMEM202|TMEM202","TMEM202"
"gene-LOC102156667|LOC102156667","LOC102156667"
"gene-LOC119866936|LOC119866936","LOC119866936"
"gene-LOC102156741|LOC102156741","LOC102156741"
"gene-ARIH1|ARIH1","ARIH1"
"gene-LOC119866974|LOC119866974","LOC119866974"
"gene-BBS4|BBS4","BBS4"
"gene-ADPGK|ADPGK","ADPGK"
"gene-LOC111093401|LOC111093401","LOC111093401"
"gene-NEO1|NEO1","NEO1"
"gene-LOC119866937|LOC119866937","LOC119866937"
"gene-LOC100685547|LOC100685547","LOC100685547"
"gene-HCN4|HCN4","HCN4"
"gene-LOC119866938|LOC119866938","LOC119866938"
"gene-REC114|REC114","REC114"
"gene-NPTN|NPTN","NPTN"
"gene-LOC100686074|LOC100686074","LOC100686074"
"gene-LOC106558034|LOC106558034","LOC106558034"
"gene-LOC102154827|LOC102154827","LOC102154827"
"gene-CD276|CD276","CD276"
"gene-INSYN1|INSYN1","INSYN1"
"gene-LOC111093330|LOC111093330","LOC111093330"
"gene-LOC111093414|LOC111093414","LOC111093414"
"gene-TBC1D21|TBC1D21","TBC1D21"
"gene-LOC119866939|LOC119866939","LOC119866939"
"gene-LOC111093351|LOC111093351","LOC111093351"
"gene-LOXL1|LOXL1","LOXL1"
"gene-STOML1|STOML1","STOML1"
"gene-PML|PML","PML"
"gene-LOC111093389|LOC111093389","LOC111093389"
"gene-LOC119866941|LOC119866941","LOC119866941"
"gene-LOC102152029|LOC102152029","LOC102152029"
"gene-ISLR2|ISLR2","ISLR2"
"gene-ISLR|ISLR","ISLR"
"gene-STRA6|STRA6","STRA6"
"gene-LOC102153310|LOC102153310","LOC102153310"
"gene-CCDC33|CCDC33","CCDC33"
"gene-LOC119870330|LOC119870330","LOC119870330"
"gene-CYP11A1|CYP11A1","CYP11A1"
"gene-LOC111093391|LOC111093391","LOC111093391"
"gene-SEMA7A|SEMA7A","SEMA7A"
"gene-UBL7|UBL7","UBL7"
"gene-LOC106558048|LOC106558048","LOC106558048"
"gene-LOC100686628|LOC100686628","LOC100686628"
"gene-ARID3B|ARID3B","ARID3B"
"gene-LOC102154979|LOC102154979","LOC102154979"
"gene-CLK3|CLK3","CLK3"
"gene-EDC3|EDC3","EDC3"
"gene-LOC102154351|LOC102154351","LOC102154351"
"gene-CYP1A1|CYP1A1","CYP1A1"
"gene-LOC119870325|LOC119870325","LOC119870325"
"gene-CYP1A2|CYP1A2","CYP1A2"
"gene-CSK|CSK","CSK"
"gene-LMAN1L|LMAN1L","LMAN1L"
"gene-CPLX3|CPLX3","CPLX3"
"gene-ULK3|ULK3","ULK3"
"gene-SCAMP2|SCAMP2","SCAMP2"
"gene-MPI|MPI","MPI"
"gene-FAM219B|FAM219B","FAM219B"
"gene-COX5A|COX5A","COX5A"
"gene-RPP25|RPP25","RPP25"
"gene-SCAMP5|SCAMP5","SCAMP5"
"gene-PPCDC|PPCDC","PPCDC"
"gene-C30H15orf39|C30H15orf39","C30H15orf39"
"gene-LOC111093300|LOC111093300","LOC111093300"
"gene-COMMD4|COMMD4","COMMD4"
"gene-NEIL1|NEIL1","NEIL1"
"gene-MIR631|MIR631","MIR631"
"gene-MAN2C1|MAN2C1","MAN2C1"
"gene-SIN3A|SIN3A","SIN3A"
"gene-LOC111093280|LOC111093280","LOC111093280"
"gene-PTPN9|PTPN9","PTPN9"
"gene-LOC119866946|LOC119866946","LOC119866946"
"gene-SNUPN|SNUPN","SNUPN"
"gene-IMP3|IMP3","IMP3"
"gene-SNX33|SNX33","SNX33"
"gene-CSPG4|CSPG4","CSPG4"
"gene-LOC111093375|LOC111093375","LOC111093375"
"gene-ODF3L1|ODF3L1","ODF3L1"
"gene-LOC102157252|LOC102157252","LOC102157252"
"gene-LINGO1|LINGO1","LINGO1"
"gene-LOC119866844|LOC119866844","LOC119866844"
"gene-LOC106558051|LOC106558051","LOC106558051"
"gene-HMG20A|HMG20A","HMG20A"
"gene-PEAK1|PEAK1","PEAK1"
"gene-LOC111093386|LOC111093386","LOC111093386"
"gene-LOC111093313|LOC111093313","LOC111093313"
"gene-LOC119866948|LOC119866948","LOC119866948"
